id,menus_appeared,true_menus_count
222336,2,1
222386,2,1
222413,4,3
222578,3,1
222584,2,1
222602,2,1
222616,3,2
222663,2,1
222664,2,1
222665,2,1
222666,2,1
222668,2,1
222669,2,1
222671,2,1
222672,2,1
222673,2,1
222674,2,1
222811,5,4
223183,2,1
223189,2,1
223366,3,2
223386,2,1
223387,2,1
223390,2,1
223392,2,1
223399,2,1
223400,2,1
223413,4,3
223415,2,1
223454,21,20
223472,4,3
223671,5,4
223685,30,29
223831,2,1
224065,2,1
224067,5,3
224169,2,1
224316,13,11
224317,2,1
224329,3,2
224362,2,1
224372,2,1
224504,9,8
224548,2,1
224566,2,1
224778,2,1
224779,2,1
224827,7,5
224857,2,1
224883,2,1
224888,4,3
224936,2,1
224937,2,1
224991,4,3
225074,3,2
225129,3,2
225231,2,3
225324,2,1
225325,2,1
225375,2,1
225381,8,7
225431,8,5
225438,5,4
225444,2,1
225492,4,3
225573,2,1
225927,2,1
225930,3,2
225935,3,2
225940,5,4
225943,4,3
226010,4,3
226031,2,1
226036,2,1
226047,8,6
226098,5,4
226150,2,1
226151,2,1
226154,2,1
226200,5,3
226214,6,7
226219,1,2
226284,2,1
226288,2,1
226326,9,8
226348,2,1
226372,2,1
226382,9,10
226431,3,1
226441,3,2
226442,2,1
226447,2,1
226486,2,1
226487,2,1
226488,2,1
226490,2,1
226492,2,1
226504,4,3
226594,4,3
226664,2,1
226720,3,2
226826,3,2
226830,5,4
226844,2,1
226859,6,5
227002,2,1
227004,2,1
227016,4,2
227020,2,1
227031,3,2
227038,10,8
227114,3,1
227156,2,1
227284,2,1
227398,2,1
227463,2,1
227465,2,1
227466,2,1
227473,2,1
227480,2,1
227508,2,1
227532,2,1
227540,2,1
227543,2,1
227544,2,1
227547,2,1
227580,3,2
227613,3,2
227697,2,1
227737,3,2
227781,2,1
227862,3,2
227978,3,2
227992,3,2
228048,4,3
228198,2,1
228203,3,2
228211,2,1
228212,2,1
228328,3,2
228375,3,2
228384,4,3
228392,2,1
228412,3,2
228435,2,1
228438,4,3
228458,5,4
228511,7,6
228612,3,2
228613,2,1
228614,2,1
228656,3,2
228731,6,5
228815,2,1
228817,2,1
228819,11,9
228936,2,1
228981,4,3
229062,2,1
229064,2,1
229066,3,2
229084,3,1
229122,2,1
229147,2,1
229170,3,2
229183,2,1
229206,2,1
229211,2,1
229220,2,1
229249,3,2
229255,2,1
229324,2,1
229328,2,1
229391,6,1
229496,2,1
229502,2,1
229599,2,1
229611,2,1
229642,2,1
229657,2,1
229660,2,1
229661,2,1
229664,2,1
229666,2,1
229704,4,3
229739,2,1
229849,2,1
229907,2,1
229913,2,1
229960,3,2
230037,5,3
230081,3,2
230141,14,7
230276,2,1
230361,7,6
230369,3,2
230380,2,1
230449,5,3
230467,2,1
230510,2,1
230571,2,1
230593,2,1
230666,3,2
230671,2,1
230713,2,1
230741,2,1
230761,2,1
230763,2,1
230785,5,3
230893,2,1
230964,3,2
230999,2,1
231000,2,1
231025,2,1
231029,2,1
231063,3,2
231080,6,5
231123,2,1
231208,2,1
231213,2,1
231221,2,1
231239,2,1
231308,4,3
231419,3,2
231454,2,1
231455,2,1
231456,2,1
231531,2,1
231646,2,1
231686,2,1
231890,2,1
231909,56,44
231962,2,1
231972,4,3
231973,6,5
231981,3,2
231988,4,2
231991,5,4
231994,2,1
231999,4,3
232000,4,3
232004,5,2
232008,5,4
232112,7,6
232324,2,1
232326,2,1
232411,5,4
232430,2,1
232505,3,1
232589,2,1
232593,2,1
232630,2,1
232773,2,1
232774,2,1
232776,2,1
232781,2,1
232782,2,1
232785,2,1
232786,7,6
232809,2,1
232812,2,1
232820,3,2
232880,2,1
232968,3,2
232972,3,2
233084,2,1
233100,2,1
233342,2,1
233354,6,5
233553,2,1
233554,2,1
233555,2,1
233718,3,2
233754,2,1
233816,2,1
233817,2,1
233849,2,1
233876,2,1
233901,2,1
233912,2,1
233914,2,1
233933,2,1
233957,2,1
233981,2,1
233990,4,1
233995,4,1
234003,2,1
234066,2,1
234115,2,1
234263,4,3
234266,5,6
234290,2,1
234356,2,1
234827,5,4
234957,2,1
235048,2,1
235057,2,1
235098,2,1
235145,2,1
235170,2,1
235192,2,1
235249,2,1
235305,2,1
235307,3,2
235310,4,3
235318,8,6
235328,2,1
235330,4,2
235337,4,3
235375,2,1
235514,6,4
235533,2,1
235535,2,1
235537,2,1
235549,2,1
235560,3,2
235744,2,1
235804,2,1
235813,2,1
235815,2,1
235816,2,1
235817,2,1
235877,2,1
235976,2,1
235979,2,1
235981,2,1
235982,2,1
236005,2,3
236038,2,1
236054,44,41
236060,5,4
236269,2,1
236294,2,1
236337,4,1
236368,2,1
236370,2,1
236372,4,1
236374,3,1
236376,4,2
236377,2,1
236379,3,1
236393,2,1
236395,2,1
236400,2,1
236401,2,1
236402,2,1
236403,4,3
236413,3,1
236417,3,1
236418,3,1
236419,3,1
236438,2,1
236442,2,1
236444,3,1
236447,3,1
236448,3,1
236450,2,1
236452,3,1
236453,3,1
236458,2,1
236500,2,1
236510,2,1
236594,2,1
236786,4,3
236890,2,1
236900,5,4
236903,3,2
236910,2,1
236915,2,1
236936,2,1
236949,4,3
236953,3,2
236954,6,3
237129,4,3
237130,2,1
237131,2,1
237229,2,1
237235,3,2
237236,2,1
237237,2,1
237303,2,1
237307,2,1
237308,2,1
237309,4,1
237396,3,2
237413,7,6
237444,2,1
237499,3,2
237601,2,1
237605,2,1
237630,2,1
237636,2,1
237637,2,1
237655,2,1
237684,2,1
237699,2,1
237702,2,1
237703,2,1
237706,6,5
237721,2,1
237745,4,3
237764,2,1
237765,2,1
237770,2,1
237776,2,1
237778,2,1
237780,2,1
237782,2,1
237783,2,1
237785,2,1
237823,2,1
237825,2,1
237826,2,1
237829,4,3
237838,2,1
237844,2,1
237850,2,1
237937,15,12
238067,2,1
238122,2,1
238180,4,3
238381,2,1
238418,2,1
238431,6,5
238470,15,13
238512,2,1
238513,4,2
238520,6,5
238526,2,1
238528,2,1
238530,2,1
238579,3,2
238656,2,1
238658,6,5
238735,5,3
238750,5,4
238763,3,2
238795,2,1
239169,2,1
239234,2,1
239347,2,1
239365,13,7
239444,2,1
239468,2,1
239482,2,1
239511,2,1
239532,2,1
239551,2,1
239552,2,1
239558,2,1
239567,5,4
239576,2,1
239600,4,2
239620,2,1
239621,2,1
239663,2,1
239665,2,1
239673,2,1
239764,12,11
239799,36,5
239916,4,3
239973,2,1
240002,2,1
240052,2,1
240053,3,1
240099,2,1
240179,15,14
240294,2,1
240345,4,3
240402,2,1
240432,2,1
240692,3,2
240757,2,1
240854,2,1
240855,3,2
240865,2,1
240910,2,1
240912,2,1
240916,2,1
240920,2,1
240925,2,1
240927,2,1
240930,2,1
240932,3,2
240934,3,2
240935,2,1
240941,2,1
240969,2,1
240970,2,1
240982,2,1
240984,2,1
240987,2,1
240992,2,1
240995,2,1
241102,2,1
241104,37,33
241119,2,1
241120,2,1
241121,2,1
241162,7,4
241229,9,5
241231,2,1
241361,2,1
241386,2,1
241398,2,1
241407,2,1
241429,2,1
241461,2,1
241462,2,1
241488,2,1
241561,2,1
241566,2,1
241727,2,1
241728,2,1
241729,2,1
241835,4,3
241853,9,8
241859,3,2
241991,2,1
242000,2,1
242031,6,5
242052,5,4
242160,4,3
242280,4,3
242330,4,3
242364,6,4
242413,46,41
242423,17,15
242551,2,1
242633,5,4
242642,2,1
242659,2,1
243172,3,2
243401,3,2
243403,5,4
243586,11,9
243776,2,1
243911,2,1
243912,4,3
243934,2,1
243935,2,1
244060,2,1
244061,2,1
244195,7,4
244247,2,1
244324,2,1
244758,3,2
244825,2,1
244849,3,1
244865,2,1
244874,2,1
245114,2,1
245121,3,2
245122,2,1
245123,2,1
245217,2,1
245326,2,1
245401,5,4
245544,2,1
245547,2,1
245640,2,1
245664,2,1
246164,5,4
246261,2,1
246341,4,3
246560,2,1
246703,2,1
246705,2,1
246706,2,1
246707,2,1
246745,3,2
247094,4,3
247100,3,2
247242,3,2
247251,4,3
247402,14,12
247437,3,2
247456,7,8
247628,5,4
247667,2,1
247670,2,1
247717,2,1
247718,2,1
247748,13,11
247776,2,1
247792,2,1
247795,2,1
247796,2,1
247807,3,2
247814,3,2
247928,2,1
247931,8,5
247944,5,4
248034,9,8
248122,2,1
248175,2,1
248277,3,2
248338,2,1
248526,2,1
248546,2,1
248552,6,5
248563,3,2
248694,4,1
248716,6,5
248822,4,3
248861,2,1
248866,2,1
248870,2,1
248871,2,1
248874,2,1
248908,2,1
249039,5,4
249112,2,1
249129,2,1
249197,2,1
249198,2,1
249199,2,1
249200,2,1
249201,2,1
249203,2,1
249281,4,2
249282,4,2
249401,2,1
249402,2,1
249408,2,1
249436,2,1
249455,3,2
249504,2,1
249709,2,1
249716,2,1
249775,2,1
249809,2,1
249810,4,2
249811,2,1
249812,2,1
249813,2,1
249814,3,1
249815,3,1
249819,2,1
249821,2,1
249822,2,1
249837,44,40
249863,6,5
249866,6,4
249941,2,1
250006,4,3
250017,2,1
250076,2,1
250119,2,1
250133,2,1
250392,2,1
250463,3,2
250466,4,3
250468,2,1
250483,7,6
250486,2,1
250509,4,2
250510,2,1
250511,2,1
250512,2,1
250526,8,7
250530,2,1
250556,2,1
250585,17,16
250588,5,4
250683,2,1
250684,2,1
250773,2,1
250787,2,1
250817,3,2
250839,2,1
251092,5,4
251098,3,2
251104,2,1
251215,4,3
251235,2,1
251258,2,1
251427,2,1
251428,2,1
251435,5,3
251526,2,1
251527,2,1
251533,2,1
251546,2,1
251549,2,1
251550,2,1
251571,2,1
251605,8,7
251661,2,1
251663,2,1
251664,2,1
251668,2,1
251669,2,1
251678,4,5
251842,23,22
251889,5,4
251928,2,1
251942,2,1
252131,1,2
252339,4,2
252477,3,2
252485,2,1
252487,2,1
252492,2,1
252556,2,1
252635,7,6
252641,2,1
252682,2,1
252684,6,3
252688,5,3
252691,2,1
252692,2,1
252694,2,1
252696,2,1
252698,2,1
252703,2,1
252705,2,1
252706,2,1
252708,6,5
252709,5,3
252710,2,1
252787,2,1
252821,5,4
252941,2,1
252945,2,1
252978,9,8
252982,3,2
252984,2,1
252985,3,2
252996,2,1
253128,5,4
253249,3,2
253255,2,1
253302,4,3
253371,2,1
253373,3,1
253392,3,1
253570,6,7
253581,2,1
253647,2,1
253678,2,1
253726,3,1
254192,2,1
254580,2,1
254602,2,1
254613,2,1
254639,2,1
254684,11,10
254747,8,7
254752,2,1
254876,2,1
254940,3,2
254954,13,14
255413,2,1
255440,2,1
255499,3,2
255673,5,4
255910,8,6
255969,3,2
256017,2,1
256025,2,1
256031,2,1
256097,6,5
256291,6,5
256321,2,1
256322,2,1
256323,2,1
256420,2,1
256447,5,4
256492,2,1
256554,2,1
256709,11,4
256732,2,1
256748,4,3
256749,4,3
256765,2,1
256796,3,2
256801,2,1
256812,2,1
256820,2,1
256824,2,1
256845,2,1
256908,4,3
257159,10,6
257290,2,1
257429,3,2
257493,3,1
257500,2,1
257515,2,1
257544,2,1
257718,2,1
257719,2,1
257724,3,1
257725,2,1
257727,2,1
257768,2,1
257802,3,1
258015,3,1
258026,3,2
258063,2,1
258103,2,1
258337,2,1
258343,2,1
258345,2,1
258349,2,1
258350,2,1
258353,2,1
258354,2,1
258357,2,1
258380,3,2
258430,2,1
258469,2,1
258472,2,1
258561,2,1
258579,2,1
258590,2,1
258622,2,1
258640,2,1
258641,2,1
258643,2,1
258644,2,1
258645,2,1
258648,2,1
258649,2,1
258651,2,1
258652,2,1
258653,2,1
258808,3,2
258859,3,2
258895,2,1
258897,2,1
258912,2,1
258913,3,2
258953,3,2
258954,3,2
259212,3,2
259363,2,1
259373,2,1
259703,3,2
259814,2,1
259876,2,1
259931,7,4
260080,2,1
260208,3,1
260220,6,4
260253,3,2
260401,5,4
260577,5,4
260752,2,1
260828,2,1
260891,2,1
260892,2,1
260894,2,1
260932,2,1
261249,3,2
261404,2,1
261499,2,1
261506,2,1
261825,2,1
261827,2,1
262031,7,6
262048,2,1
262050,2,1
262258,2,1
262348,2,1
262433,2,1
262455,2,1
262470,3,2
262478,2,1
262479,3,2
262484,2,1
262486,2,1
262591,2,1
262843,2,1
262936,2,1
262940,3,1
262941,4,1
263023,2,1
263126,2,1
263128,2,1
263225,2,1
263442,2,1
263475,2,1
263477,3,1
263481,3,1
263482,2,1
263485,3,1
263487,2,1
263488,2,1
263489,2,1
263490,2,1
263494,3,2
263498,2,1
263574,2,1
263584,2,1
263596,2,1
263597,2,1
263600,2,1
263601,2,1
263602,2,1
263603,2,1
263605,2,1
263606,2,1
263612,2,1
263614,2,1
263617,2,1
263620,2,1
263621,2,1
263623,2,1
263624,2,1
263625,2,1
263627,2,1
263628,2,1
263631,2,1
263632,2,1
263633,2,1
263637,2,1
263676,2,1
264043,2,1
264111,2,1
264119,2,1
264145,19,15
264200,2,1
264214,4,2
264412,6,5
264429,8,7
264439,2,1
264585,3,2
264622,2,1
264638,2,1
264815,2,1
264846,2,1
264851,2,1
264852,2,1
264855,2,1
264859,2,1
264882,3,2
265029,3,2
265085,3,2
265403,2,1
265464,10,8
265526,6,5
265531,5,4
265583,6,4
265592,7,5
265598,3,2
265605,3,2
265613,4,3
265618,2,1
265623,3,2
265625,3,2
265647,2,1
265809,3,2
265876,2,1
265881,2,1
265904,3,2
265906,5,4
265931,2,1
265932,2,1
265960,3,2
265982,2,1
265983,3,2
265985,5,4
265991,2,1
265998,2,1
266000,2,1
266003,2,1
266004,23,20
266009,3,2
266011,2,1
266013,2,1
266015,2,1
266016,2,1
266039,47,45
266043,17,8
266053,4,2
266063,4,3
266110,4,3
266115,31,28
266117,7,6
266193,6,5
266205,6,5
266209,4,3
266244,4,3
266259,34,31
266292,12,8
266310,27,23
266353,23,18
266360,23,18
266361,21,17
266362,33,28
266365,3,2
266392,2,1
266393,2,1
266465,4,3
266489,2,1
266493,2,1
266495,3,2
266496,7,6
266497,9,7
266498,2,1
266501,2,1
266505,2,1
266507,2,1
266510,2,1
266514,2,1
266516,2,1
266526,2,1
266548,13,10
266560,2,1
266570,7,5
266582,2,1
266583,2,1
266593,2,1
266611,2,1
266622,2,1
266708,2,1
266709,2,1
266743,48,46
266763,3,2
266772,42,37
266970,5,4
267098,5,3
267140,5,4
267216,6,5
267220,41,40
267266,11,1
267328,2,1
267333,4,1
267400,3,1
267518,2,1
267529,3,1
267531,2,1
267567,2,1
267620,2,1
267666,2,1
267667,3,2
267722,2,1
267738,4,2
267739,3,2
267740,27,24
267741,2,1
267799,6,3
267845,3,1
267991,7,6
268042,3,2
268069,2,1
268087,3,2
268326,2,1
268378,2,1
268436,2,1
268536,3,1
268539,7,2
268542,5,2
268550,2,1
268552,3,1
268557,5,4
268559,5,1
268564,7,5
268601,3,2
268622,2,1
268802,2,1
268821,3,2
268828,2,1
268845,3,1
268847,3,1
268848,4,2
268849,3,1
268850,3,1
268900,2,1
269148,1,2
269189,4,3
269242,5,4
269243,4,3
269245,6,5
269270,2,1
269297,9,6
269478,2,1
269504,2,1
269540,4,3
269695,8,7
269713,4,3
269739,6,4
269759,4,3
269778,2,1
269779,3,2
269780,5,4
269837,3,2
270052,2,1
270159,2,1
270323,4,3
270444,4,1
270475,5,4
270479,3,2
270512,2,1
270532,2,1
270640,4,3
270646,4,3
270679,2,1
270747,2,1
270754,7,2
270813,2,1
270954,3,1
270964,11,6
270992,2,1
271029,4,3
271061,2,1
271108,2,1
271337,7,5
271603,2,1
271819,3,1
272026,2,1
272028,3,1
272034,4,3
272049,2,1
272062,10,9
272215,3,1
272404,2,1
272410,2,1
272414,2,1
272419,2,1
272420,2,1
272421,3,1
272423,2,1
272489,6,5
272524,2,1
272526,2,1
272527,2,1
272611,2,1
272658,6,3
272671,5,3
272676,2,1
272701,5,4
272738,2,1
272852,2,1
272973,2,1
272976,2,1
272979,2,1
273048,2,1
273053,2,1
273062,2,1
273063,2,1
273064,2,1
273084,4,3
273095,2,1
273097,2,1
273308,2,1
273577,4,5
273578,2,1
273579,2,1
273588,3,2
273605,6,5
273660,2,1
273712,2,1
273753,2,3
273891,2,1
274038,2,1
274051,6,4
274072,6,5
274079,4,3
274140,7,6
274343,7,6
274599,11,10
274607,2,1
274701,2,1
274702,2,1
274751,2,1
274785,2,1
274795,2,1
274830,2,1
275163,2,1
275244,7,6
275246,12,11
275301,2,1
275307,2,1
275342,2,1
275445,5,4
275457,2,1
275458,2,1
275459,2,1
275462,2,1
275463,2,1
275464,2,1
275466,2,1
275467,3,1
275471,2,1
275472,2,1
275473,2,1
275474,2,1
275477,2,1
275488,2,1
275499,2,1
275504,2,1
275505,2,1
275518,3,1
275536,2,1
275537,2,1
275542,2,1
275921,2,1
275922,2,1
275994,3,2
275995,2,1
275996,2,1
276046,2,1
276352,2,1
276380,2,1
276405,3,2
276458,2,1
276486,2,1
276494,2,1
276500,2,1
276610,6,5
276680,2,1
276682,3,2
277343,11,10
277344,3,2
277353,2,1
277413,2,1
277416,2,1
277426,2,1
277432,2,1
277434,2,1
277437,2,1
277438,2,1
277439,2,1
277443,5,3
277445,4,3
277461,2,1
277464,2,1
277468,2,1
277470,2,1
277622,2,1
277658,2,1
277817,2,1
277903,3,2
278364,4,3
278484,2,1
278626,2,1
278731,9,6
278761,2,1
278763,2,1
278861,2,1
279113,4,3
279308,3,2
279338,2,1
279343,2,1
279346,2,1
279418,2,1
279752,3,2
279825,2,1
279828,2,1
279838,2,1
279897,2,1
279898,2,1
279899,2,1
280117,7,6
280162,2,1
280597,2,1
280623,5,4
280706,2,1
280739,4,3
280948,3,2
280971,8,5
281100,2,1
281104,2,1
281151,2,1
281152,2,1
281224,2,1
281256,2,1
281457,2,1
281638,2,1
281640,2,1
281644,2,1
281700,2,1
281725,2,1
281791,2,1
281799,8,7
281906,2,1
281907,3,1
281916,2,1
281931,2,1
281950,2,1
281957,2,1
281962,2,1
282014,3,2
282094,2,1
282142,2,1
282143,2,1
282144,2,1
282145,2,1
282161,2,1
282241,2,1
282243,2,1
282490,10,7
282505,3,2
282517,2,1
282518,2,1
282528,2,1
282533,2,1
282535,2,1
282537,2,1
282538,2,1
282540,2,1
282649,2,1
282657,2,1
282661,2,1
282663,2,1
282665,2,1
282667,2,1
282958,2,1
283051,2,1
283099,2,1
283235,2,1
283238,4,3
283641,2,1
283755,4,3
283850,3,1
283851,4,1
283884,2,1
283886,2,1
283887,2,1
283889,2,1
283891,2,1
283893,2,1
283894,2,1
283895,2,1
283896,2,1
283898,2,1
283938,2,1
283941,2,1
283968,2,1
283971,2,1
283980,3,2
283987,2,1
283991,2,1
284010,2,1
284011,2,1
284012,2,1
284013,2,1
284014,2,1
284140,2,1
284141,2,1
284252,2,1
284298,8,1
284306,4,1
284307,8,1
284308,3,1
284364,2,1
284367,2,1
284369,2,1
284372,2,1
284381,2,1
284391,6,5
284392,6,5
284395,2,1
284686,5,1
284692,2,1
284707,2,1
284758,2,1
284781,2,1
284888,2,1
285007,2,1
285025,2,1
285094,5,4
285158,2,1
285160,2,1
285161,2,1
285162,2,1
285164,2,1
285202,2,1
285394,4,2
285493,2,1
285512,2,1
285560,2,1
285647,3,1
285652,2,1
285659,2,1
285749,2,1
285760,2,1
285765,2,1
285769,2,1
285770,2,1
285772,2,1
285798,8,5
285812,13,11
285896,2,1
285901,2,1
285902,2,1
285903,2,1
285905,2,1
285910,2,1
286067,2,1
286075,2,1
286095,2,1
286096,2,1
286271,2,1
286273,2,1
286279,2,1
286280,2,1
286283,2,1
286284,2,1
286303,3,2
286319,2,1
286321,2,1
286323,2,1
286326,9,8
286332,7,4
286450,2,1
286462,2,1
286496,2,1
286498,2,1
286508,2,1
286516,2,1
286519,2,1
286521,2,1
286523,2,1
286526,2,1
286576,2,1
286595,2,1
286684,2,1
286689,2,1
286691,2,1
286692,2,1
286695,2,1
286697,2,1
286699,7,4
286701,2,1
286703,2,1
286705,2,1
286707,2,1
286713,3,1
286715,2,1
286716,2,1
286717,2,1
286719,2,1
286722,2,1
286725,2,1
286729,2,1
286732,2,1
286791,2,1
286810,2,1
286829,2,1
286831,2,1
286832,2,1
286833,2,1
286834,2,1
286835,4,2
286842,2,1
286845,2,1
286856,2,1
286879,2,1
286883,3,2
286884,2,1
286886,2,1
286887,5,3
286910,5,3
286915,4,3
287122,2,1
287123,2,1
287147,2,1
287149,2,1
287150,2,1
287151,2,1
287153,2,1
287154,6,3
287157,2,1
287159,2,1
287160,2,1
287161,2,1
287163,2,1
287165,2,1
287170,2,1
287171,6,4
287178,3,2
287194,3,2
287207,2,1
287219,2,1
287374,2,1
287516,6,5
287535,2,1
287669,4,1
287672,2,1
287675,2,1
287678,2,1
287699,2,1
287702,2,1
287704,2,1
287705,2,1
287706,3,2
287707,2,1
287708,5,4
287709,2,1
287710,5,4
287711,4,3
287712,4,3
287713,3,2
287714,4,3
288062,10,7
288112,3,2
288137,3,2
288289,2,1
288320,2,1
288526,3,2
288561,2,1
288603,2,1
288667,5,3
288668,2,1
288862,3,2
289093,2,1
289461,2,1
289514,2,1
289525,3,1
289536,2,1
289543,2,1
289634,2,1
289637,2,1
289640,2,1
289643,2,1
289647,2,1
289648,2,1
289654,2,1
289660,2,1
289674,2,1
289679,0,1
289680,0,1
289681,1,2
289683,0,1
289684,0,1
289686,0,1
289688,0,1
289689,0,1
289690,0,1
289693,2,3
289694,2,3
289697,0,1
289698,0,1
289699,0,1
289701,0,1
289703,0,1
289708,0,1
289709,0,1
289711,1,2
289732,3,2
289733,2,1
289760,2,1
289836,2,1
289914,2,1
289950,2,1
290333,3,2
290415,2,1
290426,2,1
290439,2,1
290472,2,1
290474,2,1
290572,2,1
290575,2,1
290628,2,1
290632,2,1
290634,2,1
290674,2,1
290677,2,1
290698,2,1
290909,4,3
290978,2,1
290979,2,1
291006,6,5
291030,2,1
291032,2,1
291052,3,2
291057,2,1
291136,2,1
291196,2,1
291271,21,15
291302,3,2
291333,2,1
291400,2,1
291402,3,2
291422,2,1
291601,2,1
291643,3,2
291690,2,1
291692,2,1
291848,3,1
291890,2,1
291896,2,1
291939,2,1
292068,2,1
292099,2,1
292133,2,1
292298,2,1
292340,2,1
292412,2,1
292424,2,1
292613,3,1
292640,3,2
292693,2,1
292822,4,3
292948,3,2
293062,3,2
293077,6,1
293092,2,1
293123,2,1
293124,2,1
293125,2,1
293128,2,1
293266,10,9
293275,2,1
293281,2,1
293282,2,1
293284,2,1
293286,2,1
293299,4,3
293585,3,2
293587,6,5
293612,3,2
293631,2,1
293639,2,1
293773,2,1
293774,2,1
293827,2,1
293828,2,1
293831,6,5
293872,2,1
293933,2,1
293934,2,1
293943,2,1
294021,7,6
294036,2,1
294057,2,1
294058,2,1
294061,2,1
294062,2,1
294067,2,1
294075,12,11
294199,2,1
294201,2,1
294202,2,1
294244,2,1
294262,2,1
294273,2,1
294281,2,1
294339,2,1
294341,2,1
294428,4,3
294539,3,2
294541,2,1
294553,2,1
294554,2,1
294586,2,1
294671,2,1
294672,2,1
294674,2,1
294692,2,1
294731,2,1
294770,4,2
294772,2,1
294799,2,1
294838,10,7
294849,2,1
294892,2,1
294894,2,1
294919,2,1
294920,2,1
294927,2,1
294991,2,1
295022,2,1
295054,2,1
295060,2,1
295099,2,1
295101,3,2
295116,2,1
295128,2,1
295130,2,1
295272,2,1
295336,2,1
295370,2,1
295376,2,1
295394,4,2
295396,2,1
295403,2,1
295405,2,1
295407,2,1
295412,2,1
295549,2,1
295564,2,1
295573,2,1
295574,3,2
295586,5,4
295597,2,1
295612,2,1
295637,2,1
295658,3,2
295685,4,2
295725,1,2
295799,2,1
295912,2,1
295933,2,1
296068,3,2
296143,3,1
296232,5,3
296243,3,2
296244,3,2
296266,2,1
296331,2,1
296346,2,1
296455,2,1
296630,2,1
296631,5,2
296670,2,1
296741,3,2
296807,8,3
297088,2,1
297182,2,1
297190,2,1
297192,2,1
297230,2,1
297297,2,1
297471,3,2
297679,2,1
297889,2,1
297903,2,1
297929,2,1
297940,2,1
297950,6,3
298040,2,1
298101,4,3
298208,2,1
298209,2,1
298210,2,1
298211,2,1
298212,2,1
298213,2,1
298214,2,1
298215,3,2
298351,2,1
298365,2,1
298436,2,1
298443,2,1
298642,4,3
298659,2,1
298670,2,1
298685,2,1
298717,3,2
299021,2,1
299028,2,1
299051,2,1
299052,2,1
299054,2,1
299055,2,1
299056,2,1
299084,2,1
299099,3,2
299109,2,1
299139,2,1
299158,2,1
299159,2,1
299160,2,1
299171,2,1
299214,2,1
299339,8,6
299364,3,2
299473,2,1
299475,2,1
299477,2,1
299486,2,1
299505,2,1
299516,3,1
299518,2,1
299599,2,1
299603,2,1
299610,2,1
299611,3,1
299612,2,1
299613,2,1
299626,2,1
299627,2,1
299640,3,2
299641,4,3
299643,5,4
299844,3,2
300048,2,1
300070,3,2
300071,3,2
300209,2,1
300305,2,1
300325,2,1
300327,2,1
300421,2,1
300429,2,1
300447,2,1
300566,3,2
300603,2,1
300621,2,1
300623,2,1
300627,2,1
300763,2,1
300784,3,2
300958,2,1
300960,2,1
300971,2,1
301020,2,1
301024,2,1
301027,2,1
301048,2,1
301193,2,1
301194,2,1
301260,2,1
301268,2,1
301269,3,1
301270,2,1
301394,2,1
301412,2,1
301416,2,1
301420,2,1
301422,2,1
301423,2,1
301425,3,2
301454,2,1
301508,3,2
301584,2,1
301705,5,4
301710,2,1
301807,4,3
301867,2,1
302280,2,1
302354,4,3
302394,9,8
302407,3,2
302473,2,1
302491,4,3
302600,2,1
302605,2,1
302651,2,1
302675,2,1
302727,2,1
302752,2,1
302821,2,1
302822,3,2
302864,2,1
302874,2,1
302944,4,2
302976,4,2
302978,3,1
302979,2,1
302999,4,2
303023,2,1
303047,2,1
303049,2,1
303189,2,1
303206,2,1
303268,2,1
303452,2,1
303521,2,1
303539,2,1
303600,2,1
303602,2,1
303605,6,3
303608,4,2
303610,6,3
303611,4,2
303615,3,2
303618,8,5
303619,4,2
303620,2,1
303621,3,2
303627,7,5
303630,2,1
303635,30,25
303637,2,1
303638,2,1
303641,6,3
303646,5,3
303647,4,3
303651,14,13
303652,22,20
303669,2,1
303692,7,3
303693,5,4
303703,23,19
303704,7,6
303711,3,2
303717,9,7
303720,5,2
303721,25,22
303726,14,13
303739,8,6
303798,5,4
303804,3,2
303819,4,3
303845,2,1
303938,2,1
303943,2,1
303993,3,2
303994,2,1
304001,3,2
304002,3,2
304004,2,1
304005,3,2
304007,5,4
304008,3,2
304009,7,6
304012,20,18
304131,2,1
304140,2,1
304159,3,2
304163,6,4
304169,5,4
304170,11,10
304171,6,5
304176,35,30
304194,3,2
304195,3,2
304196,2,1
304199,9,8
304201,3,1
304205,2,1
304206,2,1
304282,3,1
304307,26,24
304321,3,2
304419,2,1
304451,2,1
304607,14,13
304674,2,1
304675,6,4
304728,2,1
304742,2,1
304768,3,2
304771,4,3
304773,4,3
304908,2,1
304910,3,1
304962,3,1
304964,2,1
304965,2,1
304966,2,1
304967,2,1
304972,2,1
304974,2,1
304975,2,1
304977,2,1
304978,2,1
305042,10,8
305045,4,2
305113,3,2
305135,2,1
305136,2,1
305140,2,1
305444,2,1
305482,2,1
305483,2,1
305502,3,2
305552,3,2
305588,3,2
305620,2,1
305699,12,9
305700,13,11
305702,6,3
305704,10,3
305707,25,23
305708,4,2
305713,4,3
305714,11,10
305717,2,1
305719,6,5
305723,6,5
305728,7,3
305775,3,1
305825,2,1
305880,2,1
305899,2,1
305911,2,1
305912,2,1
305936,2,1
306002,3,1
306008,11,9
306057,3,1
306134,2,1
306142,2,1
306146,6,5
306173,2,1
306179,3,2
306180,3,2
306181,6,5
306185,4,3
306186,4,3
306192,2,1
306267,3,4
306373,2,1
306443,2,1
306459,2,1
306478,2,1
306547,2,1
306548,2,1
306559,3,2
306591,2,1
306625,3,1
